subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
Colis G356398787 : frais de douane à régler,"Cher client,

Votre colis (suivi G356398787) est en attente. Des frais de douane de 1,99€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://laposte.fr/account/suivi/G356398787

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

LAPOSTE",Laposte,service@laposte.fr,,fail,none,none,,1,1,0,legit_delivery,0
Nouvelle connexion à votre compte Apple,"Madame, Monsieur,

Une nouvelle connexion à votre compte a été détectée depuis Madrid le 24/06/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://apple.com/settings/security.

L'équipe Apple",Apple,notifications@apple.com,contact@apple.com,pass,pass,pass,,0,1,0,legit_security,0
Virement à traiter aujourd'hui,"Bonjour,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai bseoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
John Fontaine
Directeur Général - Globex",John Fontaine,alert@mail.ru,info@confirm-68.ml,fail,pass,fail,,1,1,1,ceo,1
Échec de livraison - action nécessaire,"Bonjour,
Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.
Confirmez votre adresse et payez les frais ici : http://129.252.20.46/facture/regler
Sans action sous 72h, votre colis sera retourné à l'expéditeur.
DHL Livraison",Dhl Service,contact@dhl-france.icu,reply@service-50.top,fail,fail,none,,0,1,1,delivery,1
"Confirmation de paiement : 120,00€","Bonjour David,
Nous vous confirmons votre commande n°992-4407235 d'un montant de 120,00€. Votre paiement a bien été reçu.
Consultez le détail de votre commande dans votre espace client : https://apple.com/fr/aide
Merci de votre confiance,
Apple",Apple,security@apple.com,,pass,pass,pass,,0,14,0,receipt,0
Vous avez 3 nouvelles notifications,"Bonjour,

Vous avez de nouvelles activités sur votre compte Google.

Consultez-les ici : https://google.com/fr/aide/notifications

Gérez vos préférences de notification dans vos paramètres.

Google",Google,service@google.com,contact@google.com,none,pass,none,photo.jpg,0,26,0,notification,0
RH: changement de votre RIB pour le salaire,"Cher client,
Dаns le cadre de la mise à jоur de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.
Accédez au formulaire sécurisé : https://docusign-support.buzz/track
Ceci est obligatoire pour recevoir votre prochain salaire.
Service Ressources Humaines - Cyberdyne",RH Cyberdyne,alert@verify532.icu,,none,pass,fail,,1,1,1,hr,1
"URGENT: Votre paiement de 349,99€ a échoué","Bonjour, 

Nous vous informons qu'une facture de 349,99€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement vorte facture ici : http://amaazon.com/track

Cordialement,
Service Facturation Amazon",Amazon Service,info@client102.site,reply@mail-18.tk,softfail,fail,none,,1,1,1,invoice,1
Lien de réinitialisation de votre mot de passe,"Hello,

Vous avez demandé à réinitialiser le mot de passe de votre compte Netflix. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://netflix.com/profil/reset?token=965365

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Netflix",Netflix,newsletter@netflix.com,contact@netflix.com,pass,pass,pass,,0,1,0,legit_reset,0
Réinitialisation de votre mot de passe Microsoft,"Madame, Monsieur,
Vous avez demandé à réinitialiser le mot de passe de votre compte Microsoft. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://microsoft.com/support/reset?token=517116
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.
L'équipe Microsoft",Microsoft,newsletter@microsoft.com,,pass,pass,pass,,0,1,0,legit_reset,0
Alerte de sécurité : nouvel appareil détecté,"Madame, Monsieur,
Une nouvelle connexion à votre compte a été détectée depuis Lille le 18/08/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/help/security.
L'équipe Linkedin",Linkedin,no-reply@linkedin.com,,pass,pass,pass,,1,1,0,legit_security,0
Réinitialisation de votre mot de passe Apple,"Cher utilisateur,
Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.
Cliquez ici pour réinitialiser : https://apple-support.xyz/espace-client
Si vous n'agissez pas sous 48h, votre compte sera verrouillé.
L'équipe de sécurité Apple",Apple Service,admin@my677.site,,pass,fail,none,scan.svg,0,1,1,reset,1
Alerte de sécurité : nouvel appareil détecté,"Cher client,

Une nouvelle connexion à votre compte a été détectée depuis Madrid le 18/05/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://microsoft.com/account/security.

L'équipe Microsoft",Microsoft,alerts@microsoft.com,,pass,pass,pass,,1,1,0,legit_security,0
[Orange] Vérifiez une opération inhabituelle,"Hello,
Nous avons détecté une opération inhabituelle de 12,99€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://orange.fr/mon-espace/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurité Orange",Orange,service@orange.fr,contact@orange.fr,none,pass,pass,,1,1,0,legit_account,0
Alerte : nouvelle opération sur votre compte,"Bonjour, 
Nous avons détecté une opération inhabituelle de 899,99€ sur votre compte Ameli. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://ameli.fr/orders/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurité Ameli",Ameli,service@ameli.fr,,softfail,none,none,,0,1,0,legit_account,0
[Amazon] Vérifiez une opération inhabituelle,"Bonjour, 

Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Amazon. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://amazon.fr/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Amazon",Amazon,noreply@amazon.fr,,pass,pass,none,photo.jpg,1,1,0,legit_account,0
Vous avez 3 nouvelles notifications,"Bonjour,

Vous avez de nouvelles activités sur votre compte Linkedin.

Consultez-les ici : https://linkedin.com/mon-espace/notifications

Gérez vos préférences de notification dans vos paramètres.

Linkedin",Linkedin,contact@linkedin.com,,pass,pass,pass,,0,1,0,notification,0
[DHL] Votre colis est en attente de livraison,"Hello,

Votre colis (suivi B784528657) est en attente. Des frais de douane de 2,50€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://dhl.com/support/suivi/B784528657

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

DHL",Dhl,alerts@dhl.com,contact@dhl.com,pass,pass,none,,1,1,0,legit_delivery,0
Alerte de sécurité : nouvel appareil détecté,"Hello,

Une nouvelle connexion à votre compte a été détectée depuis Madrid le 8/09/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://microsoft.com/settings/security.

L'équipe Microsoft",Microsoft,info@microsoft.com,contact@microsoft.com,pass,pass,pass,,0,1,0,legit_security,0
Reprogrammez votre livraison,"Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 3,40€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://service-laposte.live/account/update

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

LAPOSTE Livraison",Laposte Service,contact@laposte-help.ga,,fail,fail,fail,scan.svg,1,1,1,delivery,1
Point projet - calendrier,"Bonjour, 

Vous êtes invité à la réunion suivante :

Sujet : Rétrospective
Date : 28/07/2026 à 12h00
Lieu : Salle Jupiter

Merci de confirmer votre présence.

Maxime",Maxime Nguyen,maxime.nguyen@vandelay.com,,pass,pass,pass,,0,1,0,calendar,0
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 6 47 26 61 17 ou rendez-vous sur http://my-google.info/login pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Google Support Technique",Google Service,service@google-support.support,contact@confirm-35.top,fail,none,pass,,1,27,1,support,1
Échec du prélèvement - mettez à jour votre moyen de paiement,"Bonjour, 

Nous n'avons pas pu prélever votre abonnement de 39,90€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://amazon.fr/fr/aide/billing

Merci,
Amazon",Amazon,security@amazon.fr,,pass,pass,pass,,0,1,0,legit_invoice,0
Rappel : paiement de votre abonnement,"Bonjour, 

Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://orange.fr/orders/billing

Merci,
Orange",Orange,alerts@orange.fr,,pass,pass,pass,rapport.pdf,0,1,0,legit_invoice,0
Confirmez l'adresse de livraison de votre colis,"Hello,

Votre colis (suivi G343466650) est en attente. Des frais de douane de 2,50€ doivent être réglés pour finaliser la livraison.

Confirmez votre ardesse et réglez les frais : https://chronopost.fr/support/suivi/G343466650

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

CHRONOPOST",Chronopost,alerts@chronopost.fr,,fail,pass,pass,,1,1,0,legit_delivery,0
Nouvelle connexion à votre compte Linkedin,"Hello,
Une nouvelle connexion à votre compte a été détectée depuis Lyon le 1/08/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/settings/security.
L'équipe Linkedin",Linkedin,notifications@linkedin.com,,pass,pass,pass,,0,1,0,legit_security,1
Tâche urgente (je suis en réunion),"Hello,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Sophie Lopez
Directeur Général - Vandelay",Sophie Lopez,support@verify791.xyz,,none,none,fail,,1,1,1,ceo,1
Document RH confidentiel à valider,"Bonjour,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : https://doocusign.net/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Globex",RH Globex,noreply@docusign.net,,pass,pass,pass,,1,1,1,hr,1
Reprogrammez votre livraison,"Bonjour, 
Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.
Confirmez votre adresse et payez les frais ici : http://dhl-help.live/verify
Sans action sous 72h, votre colis sera retourné à l'expéditeur.
DHL Livraison",Dhl Service,no-reply@dh1.ga,reply@mail-30.click,fail,none,fail,,0,1,1,delivery,1
Rappel : paiement de votre abonnement,"Bonjour,

Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://spotify.com/settings/billing

Merci,
Spotify",Spotify,notifications@spotify.com,,pass,pass,pass,,1,1,0,legit_invoice,0
Vous avez 3 nouvelles notifications,"Hello,

Vous avez de nouvelles activités sur votre compte Linkedin.

Consultez-les ici : https://linkedin.com/orders/notifications

Gérez vos préférences de notification dans vos paramètres.

Linkedin",Linkedin,newsletter@linkedin.com,,pass,pass,pass,,1,30,0,notification,0
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://14.142.75.179/track

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Amazon",Amazon Service,notification@login894.tk,contact@portal-44.top,pass,fail,none,document.html,0,1,1,account,1
Offre spéciale abonnés Spotify,"Bonjour,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://spotify.com/support/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/account/unsubscribe
Spotify",Spotify,contact@spotify.com,contact@spotify.com,pass,none,pass,rapport.pdf,1,1,0,marketing,0
Invitation : Réunion d'équipe,"Bonjour,

Vous êtes invité à la réunion suivante :

Sujet : Sprint review
Date : 28/03/2026 à 14h00
Lieu : Salle 204

Merci de confirmer votre présence.

Pierre",Pierre Leroy,pierre.leroy@soylent.com,,pass,none,pass,presentation.pptx,1,1,0,calendar,0
